label,timestamp1,timestamp2,FP1_fir,FP2_fir,FP3_fir,FP4_fir,FP5_fir,FP6_fir,FP7_fir,FP8_fir,ToF_fir
14524-testCPR,,,28.459339141845703,69.81676483154297,70.53042602539062,69.53826141357422,70.39117431640625,70.33895874023438,25.326200485229492,39.477542877197266,0.3133138418197632
14524-testCPR,,,130.3436737060547,315.47625732421875,318.6297912597656,314.1836242675781,318.0531005859375,317.730224609375,116.43689727783203,179.94949340820312,1.3802341222763062
14524-testCPR,,,409.832763671875,982.5474243164062,992.14697265625,978.4389038085938,990.5115966796875,989.33203125,367.4825439453125,564.36572265625,4.2661848068237305
14524-testCPR,,,850.334716796875,2007.877685546875,2026.8656005859375,1999.230712890625,2023.9930419921875,2021.050537109375,767.679443359375,1166.45556640625,8.606463432312012
14524-testCPR,,,1310.74755859375,3034.40234375,3061.73193359375,3020.7421875,3058.34423828125,3052.922607421875,1197.9049072265625,1790.9613037109375,12.91738510131836
14524-testCPR,,,1635.732666015625,3704.107421875,3735.73046875,3686.513916015625,3732.862548828125,3725.154052734375,1528.0052490234375,2228.271728515625,15.83669376373291
14524-testCPR,,,1774.05712890625,3951.891357421875,3984.447265625,3931.671630859375,3982.5576171875,3973.490966796875,1721.403564453125,2412.8359375,17.19515609741211
14524-testCPR,,,1792.710693359375,4020.082763671875,4054.541015625,3997.349365234375,4053.84228515625,4044.55029296875,1845.127197265625,2427.448486328125,18.0870304107666
14524-testCPR,,,1702.1324462890625,4009.970458984375,4050.130859375,3982.5771484375,4052.67138671875,4043.447998046875,1909.6845703125,2265.828369140625,18.954225540161133
14524-testCPR,,,1508.5362548828125,3984.54931640625,4037.1787109375,3946.612060546875,4048.34716796875,4038.91064453125,1903.0511474609375,1911.6812744140625,20.338823318481445
14524-testCPR,,,1213.4619140625,3935.1123046875,4009.49658203125,3879.16552734375,4039.914306640625,4030.1884765625,1786.391357421875,1403.7691650390625,22.49599838256836
14524-testCPR,,,873.8341674804688,3850.736572265625,3959.015625,3777.1796875,4025.931884765625,4015.910888671875,1541.90185546875,889.4910888671875,25.497507095336914
14524-testCPR,,,577.4319458007812,3701.48388671875,3875.680419921875,3652.293701171875,4004.18017578125,3994.754150390625,1193.898681640625,517.562744140625,29.391042709350586
14524-testCPR,,,383.3634948730469,3430.618896484375,3728.820556640625,3526.09130859375,3970.904296875,3966.629638671875,821.803955078125,331.5502624511719,34.17115020751953
14524-testCPR,,,289.7118835449219,2948.983154296875,3457.871337890625,3413.53173828125,3919.604248046875,3933.3486328125,520.999267578125,265.68682861328125,39.744258880615234
14524-testCPR,,,253.77391052246094,2226.606689453125,2959.198974609375,3317.48291015625,3841.83935546875,3896.75927734375,341.3081970214844,249.58975219726562,45.728878021240234
14524-testCPR,,,243.9783935546875,1424.164794921875,2212.689208984375,3232.771484375,3728.742919921875,3853.51611328125,266.36346435546875,247.65048217773438,51.78904724121094
14524-testCPR,,,244.0709228515625,784.4981079101562,1396.8951416015625,3157.5791015625,3589.42724609375,3802.55712890625,246.5126495361328,249.1407012939453,57.40797424316406
14524-testCPR,,,246.4346923828125,438.04443359375,760.6973876953125,3078.88427734375,3453.154296875,3739.994873046875,245.68154907226562,251.90345764160156,62.01641845703125
14524-testCPR,,,247.53985595703125,315.3475036621094,426.33099365234375,2995.41552734375,3353.99951171875,3673.171142578125,247.42091369628906,253.8701629638672,65.0676498413086
14524-testCPR,,,246.73558044433594,284.18157958984375,323.890869140625,2929.57177734375,3316.1748046875,3623.26123046875,247.6808624267578,254.1007537841797,66.3751449584961
14524-testCPR,,,245.26748657226562,281.1113586425781,353.0072021484375,2913.04638671875,3343.71435546875,3612.935302734375,246.91119384765625,253.16647338867188,66.06718444824219
14524-testCPR,,,245.51785278320312,282.01885986328125,508.8201904296875,2957.066650390625,3424.5205078125,3650.207275390625,246.8706817626953,253.01043701171875,64.4412841796875
14524-testCPR,,,247.2481689453125,293.7540588378906,809.3870849609375,3035.724609375,3530.76123046875,3715.51318359375,247.28053283691406,253.2283172607422,61.86220169067383
14524-testCPR,,,249.81346130371094,351.6422119140625,1268.624755859375,3121.531005859375,3633.790283203125,3784.39990234375,247.10244750976562,252.76165771484375,58.668190002441406
14524-testCPR,,,252.6641387939453,534.1444702148438,1848.0721435546875,3201.1748046875,3721.957763671875,3840.840576171875,245.67800903320312,250.72378540039062,55.07908630371094
14524-testCPR,,,255.96511840820312,946.8301391601562,2450.454345703125,3279.5380859375,3796.06298828125,3883.5234375,243.88316345214844,247.8502960205078,51.01247024536133
14524-testCPR,,,260.7412109375,1591.0054931640625,2975.136474609375,3364.263427734375,3859.51416015625,3918.03173828125,243.76919555664062,246.0005645751953,46.49298858642578
14524-testCPR,,,269.0460510253906,2317.98193359375,3355.055419921875,3457.3095703125,3912.575439453125,3947.833984375,246.96742248535156,246.28099060058594,41.52639389038086
14524-testCPR,,,285.2745361328125,2935.969970703125,3605.89697265625,3557.9287109375,3953.605712890625,3972.760498046875,256.3661193847656,249.65940856933594,36.60298156738281
