label,timestamp1,timestamp2,FP1_fir,FP2_fir,FP3_fir,FP4_fir,FP5_fir,FP6_fir,FP7_fir,FP8_fir,ToF_fir
14524-testCPR-XiphoidProcess,,,39.320884704589844,4.038267135620117,3.9860482215881348,4.073079586029053,4.35158109664917,4.3863935470581055,4.142704963684082,4.1949238777160645,1.2358490228652954
14524-testCPR-XiphoidProcess,,,173.93304443359375,18.22097396850586,18.002540588378906,18.39560890197754,19.653427124023438,19.81065559387207,18.710063934326172,18.945903778076172,5.581573486328125
14524-testCPR-XiphoidProcess,,,534.547607421875,56.727317810058594,56.05419158935547,57.278079986572266,61.19453048706055,61.68408966064453,58.239784240722656,58.97412109375,17.34443473815918
14524-testCPR-XiphoidProcess,,,1069.5277099609375,115.8338394165039,114.5,117.00000762939453,125.0,126.0,118.92137908935547,120.43878936767578,35.394989013671875
14524-testCPR-XiphoidProcess,,,1575.70556640625,174.9562530517578,172.94581604003906,176.72190856933594,188.8054656982422,190.31590270996094,179.49803161621094,181.8249053955078,53.280006408691406
14524-testCPR-XiphoidProcess,,,1876.7008056640625,213.48898315429688,210.99746704101562,215.60438537597656,230.34657287597656,232.1893310546875,218.78993225097656,221.7202606201172,64.79450225830078
14524-testCPR-XiphoidProcess,,,1976.314453125,227.73435974121094,225.01394653320312,229.9269256591797,245.63101196289062,247.61358642578125,233.10206604003906,236.32247924804688,68.72185516357422
14524-testCPR-XiphoidProcess,,,2039.9193115234375,231.7726287841797,229.0,234.0,249.92138671875,252.0,237.07861328125,240.39503479003906,69.56967163085938
14524-testCPR-XiphoidProcess,,,2122.765625,231.7273712158203,229.0,234.0,249.7726287841797,252.0,237.0174102783203,240.36715698242188,69.49501037597656
14524-testCPR-XiphoidProcess,,,2241.438232421875,231.74478149414062,229.01739501953125,234.0,249.57861328125,252.0,237.0,240.39503479003906,69.73786926269531
14524-testCPR-XiphoidProcess,,,2362.947265625,231.83383178710938,229.0612030029297,234.0,249.48956298828125,252.0,237.0,240.5174102783203,70.0556411743164
14524-testCPR-XiphoidProcess,,,2459.72998046875,231.9387969970703,229.18356323242188,234.0,249.57861328125,252.01739501953125,237.01739501953125,240.66616821289062,69.93183135986328
14524-testCPR-XiphoidProcess,,,2518.1044921875,231.9825897216797,229.31643676757812,234.0,249.7726287841797,252.07861328125,237.07859802246094,240.81643676757812,69.61197662353516
14524-testCPR-XiphoidProcess,,,2529.861083984375,232.0,229.42138671875,234.0,249.92138671875,252.24478149414062,237.2273712158203,240.9387969970703,69.52291107177734
14524-testCPR-XiphoidProcess,,,2470.234619140625,232.0,229.42140197753906,234.0,249.96517944335938,252.5,237.42138671875,240.9825897216797,69.80744171142578
14524-testCPR-XiphoidProcess,,,2289.0,232.0,229.31643676757812,234.0174102783203,249.92138671875,252.75521850585938,237.52783203125,241.0,70.15172576904297
14524-testCPR-XiphoidProcess,,,1941.9654541015625,232.0,229.18357849121094,234.0612030029297,249.75521850585938,252.92138671875,237.4825897216797,241.0,70.35871887207031
14524-testCPR-XiphoidProcess,,,1462.3533935546875,232.0,229.07861328125,234.16616821289062,249.5,252.98260498046875,237.39353942871094,241.0,70.5248794555664
14524-testCPR-XiphoidProcess,,,980.7108764648438,231.9825897216797,229.07862854003906,234.25521850585938,249.22738647460938,253.0,237.33383178710938,241.0,70.61691284179688
14524-testCPR-XiphoidProcess,,,645.1099853515625,231.92137145996094,229.16616821289062,234.25521850585938,249.0,253.0,237.2726287841797,241.0,70.50145721435547
14524-testCPR-XiphoidProcess,,,528.2852783203125,231.75521850585938,229.2726287841797,234.16616821289062,248.7726287841797,253.0,237.16616821289062,241.0,70.22591400146484
14524-testCPR-XiphoidProcess,,,611.7786254882812,231.5,229.31642150878906,234.0612030029297,248.5,253.0,237.0612030029297,241.0,70.15572357177734
14524-testCPR-XiphoidProcess,,,805.2177124023438,231.24478149414062,229.3497314453125,234.0174102783203,248.24478149414062,253.0,237.0174102783203,241.0,70.23033142089844
14524-testCPR-XiphoidProcess,,,964.2569580078125,231.0960235595703,229.39503479003906,234.0,248.09600830078125,253.0,237.0,241.0,70.27262878417969
14524-testCPR-XiphoidProcess,,,956.843505859375,231.0960235595703,229.50001525878906,234.0,248.07862854003906,253.0,237.0,241.0,70.32189178466797
14524-testCPR-XiphoidProcess,,,778.6761474609375,231.2273712158203,229.5875701904297,233.98260498046875,248.16616821289062,253.0,237.0,241.0,70.5522689819336
14524-testCPR-XiphoidProcess,,,548.3324584960938,231.43878173828125,229.5716552734375,233.9387969970703,248.27261352539062,253.0,237.0,240.9825897216797,71.0
14524-testCPR-XiphoidProcess,,,381.3240051269531,231.5716552734375,229.43881225585938,233.83383178710938,248.33383178710938,253.0,237.0,240.9387969970703,71.3955078125
14524-testCPR-XiphoidProcess,,,305.3139953613281,231.60494995117188,229.24478149414062,233.74478149414062,248.3935546875,252.98260498046875,237.0,240.83383178710938,71.42486572265625
14524-testCPR-XiphoidProcess,,,306.3844909667969,231.5612030029297,229.1398162841797,233.74478149414062,248.4825897216797,252.93878173828125,237.0,240.7273712158203,71.00145721435547
