label,timestamp1,timestamp2,FP1_fir,FP2_fir,FP3_fir,FP4_fir,FP5_fir,FP6_fir,FP7_fir,FP8_fir,ToF_fir
14524-testCPR-SingleFingerLeft,,,4.5778632164001465,4.5778632164001465,4.595269680023193,4.595269680023193,4.595269680023193,4.5778632164001465,4.5778632164001465,4.5778632164001465,1.2706615924835205
14524-testCPR-SingleFingerLeft,,,20.640594482421875,20.640594482421875,20.701801300048828,20.701801300048828,20.701801300048828,20.640594482421875,20.640594482421875,20.640594482421875,5.791019916534424
14524-testCPR-SingleFingerLeft,,,64.21942138671875,64.21942138671875,64.38558197021484,64.38558197021484,64.38558197021484,64.21942138671875,64.21942138671875,64.20201110839844,18.052425384521484
14524-testCPR-SingleFingerLeft,,,131.04525756835938,131.02784729003906,131.30047607421875,131.2830810546875,131.2830810546875,131.04525756835938,131.04525756835938,130.98403930664062,37.015899658203125
14524-testCPR-SingleFingerLeft,,,197.8676300048828,197.78900146484375,198.10543823242188,198.06163024902344,198.06163024902344,197.8328094482422,197.8676300048828,197.68405151367188,55.9754753112793
14524-testCPR-SingleFingerLeft,,,242.23635864257812,241.9741973876953,242.3239288330078,242.28860473632812,242.28860473632812,242.11395263671875,242.20155334472656,241.9025421142578,68.34126281738281
14524-testCPR-SingleFingerLeft,,,261.1358337402344,260.6268310546875,261.0044860839844,261.21246337890625,261.1602478027344,260.83831787109375,261.0482177734375,260.68804931640625,73.00747680664062
14524-testCPR-SingleFingerLeft,,,272.21392822265625,271.5457763671875,271.8627014160156,272.7632141113281,272.57958984375,271.79107666015625,271.88214111328125,271.6269226074219,74.72592163085938
14524-testCPR-SingleFingerLeft,,,280.8686218261719,280.4527282714844,280.4457092285156,282.2377624511719,281.72186279296875,280.58551025390625,280.27947998046875,280.2182922363281,75.39645385742188
14524-testCPR-SingleFingerLeft,,,288.622314453125,288.87603759765625,288.0293273925781,290.43670654296875,289.6098327636719,288.5293273925781,287.5029602050781,287.5746154785156,75.79357147216797
14524-testCPR-SingleFingerLeft,,,293.01678466796875,293.8555603027344,292.23516845703125,294.5361633300781,293.5869140625,293.0953369140625,291.5481262207031,291.653076171875,75.97958374023438
14524-testCPR-SingleFingerLeft,,,294.2771911621094,295.191650390625,293.3876647949219,295.0976257324219,294.2826843261719,294.38970947265625,292.8946533203125,292.9384765625,76.00898742675781
14524-testCPR-SingleFingerLeft,,,294.27227783203125,294.9354553222656,293.57977294921875,294.6305236816406,294.0255126953125,294.4836730957031,293.4852600097656,293.5026550292969,75.96814727783203
14524-testCPR-SingleFingerLeft,,,294.43682861328125,294.91046142578125,294.121826171875,294.7178649902344,294.2442626953125,294.5885009765625,294.3595886230469,294.3595886230469,75.69251251220703
14524-testCPR-SingleFingerLeft,,,294.8393249511719,295.2358093261719,294.7696533203125,295.09454345703125,294.7607116699219,294.776611328125,295.03387451171875,295.03387451171875,75.25376892089844
14524-testCPR-SingleFingerLeft,,,294.51434326171875,294.7854919433594,294.6018981933594,294.75909423828125,294.68841552734375,294.28399658203125,294.78546142578125,294.76806640625,74.88605499267578
14524-testCPR-SingleFingerLeft,,,292.8825988769531,292.9876403808594,292.9542541503906,293.1711730957031,293.555908203125,292.53436279296875,293.0154724121094,292.9542541503906,74.57861328125
14524-testCPR-SingleFingerLeft,,,290.73095703125,290.7657775878906,290.6871643066406,291.1697692871094,292.55877685546875,290.1274719238281,290.7045593261719,290.52099609375,74.39353942871094
14524-testCPR-SingleFingerLeft,,,288.45660400390625,288.439208984375,288.24517822265625,288.94964599609375,291.24664306640625,287.5322570800781,288.227783203125,287.9113464355469,74.29003143310547
14524-testCPR-SingleFingerLeft,,,285.7148132324219,285.5839538574219,285.4073486328125,286.05755615234375,288.3739929199219,284.5302734375,285.415771484375,284.8203430175781,74.16767883300781
14524-testCPR-SingleFingerLeft,,,283.2738342285156,282.8802185058594,282.8802185058594,283.2738037109375,284.6294250488281,281.7085266113281,282.9414978027344,281.90802001953125,74.09452056884766
14524-testCPR-SingleFingerLeft,,,283.1407165527344,282.2646789550781,282.4412536621094,282.7979431152344,282.745361328125,280.2269287109375,282.754638671875,280.7069396972656,74.13981628417969
14524-testCPR-SingleFingerLeft,,,284.9807434082031,283.8096008300781,283.9862060546875,284.48773193359375,283.70208740234375,280.3253479003906,284.46331787109375,281.4826965332031,74.35124206542969
14524-testCPR-SingleFingerLeft,,,287.6834716796875,286.6028747558594,286.6028747558594,287.2620849609375,286.42474365234375,281.2711181640625,286.8526306152344,283.5919494628906,74.58755493164062
14524-testCPR-SingleFingerLeft,,,289.1585998535156,288.493896484375,288.2999267578125,288.9312438964844,288.5830078125,282.31536865234375,288.0765075683594,285.43780517578125,74.7552261352539
